,Artist Reputation,Height,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
4143,0.21,50.0,Clay,21.18,87.42,Yes,No,No,Waterways,Yes,Working Class,No,700.32
4144,,19.0,Stone,221.515,86.05,No,Yes,No,Airways,No,Working Class,,-1267.4912499999998
4145,0.91,34.0,Clay,8.31,20.13,No,No,Yes,Roadways,Yes,Working Class,Yes,2285.93
4146,0.99,20.0,Aluminium,7.91,17.11,Yes,No,No,,No,Working Class,No,1194.59
4147,0.32,26.0,Stone,221.515,72.26,No,Yes,No,Airways,No,Wealthy,No,2621.29875
4148,0.6,19.0,Brass,17.59,22.19,No,Yes,No,Airways,No,Wealthy,Yes,485.98
4149,0.85,22.0,Brass,10.87,81.8,No,Yes,No,Roadways,No,Working Class,No,2077.13
4150,0.11,7.0,Aluminium,6.95,14.71,No,No,No,Roadways,No,Working Class,Yes,123.87
4151,0.43,34.0,Clay,34.33,57.66,Yes,Yes,Yes,Airways,Yes,Working Class,No,941.24
4152,0.68,40.0,Bronze,46.67,90.77,No,No,Yes,Roadways,No,Working Class,No,2314.7
4153,0.79,11.0,Wood,5.19,14.19,Yes,Yes,Yes,,No,Wealthy,,432.04
4154,0.51,11.0,Clay,3.91,19.37,Yes,Yes,No,Airways,Yes,Working Class,Yes,261.93
4155,0.98,,Marble,221.515,80.41,No,No,No,Airways,No,Working Class,No,2621.29875
4156,0.34,27.0,Bronze,38.62,51.63,No,Yes,No,Roadways,No,Working Class,No,494.83
4157,0.24,26.0,Aluminium,5.83,17.36,Yes,No,Yes,Airways,No,Working Class,No,197.29
4158,0.91,15.0,Brass,5.42,13.39,Yes,No,Yes,Waterways,No,Working Class,No,587.26
4159,0.16,9.0,Clay,3.81,21.95,No,Yes,No,Airways,Yes,Working Class,No,157.1
4160,0.27,7.0,Marble,12.7,22.18,Yes,No,No,,No,Working Class,No,267.1
4161,0.87,5.0,,5.98,11.47,No,No,Yes,Roadways,No,Working Class,No,-270.46
4162,0.29,,Brass,3.26,14.72,Yes,Yes,Yes,,No,Wealthy,Yes,300.64
4163,0.13,25.0,Aluminium,5.33,20.09,Yes,No,No,,No,Working Class,Yes,164.0
4164,,11.0,Bronze,6.61,17.04,Yes,No,Yes,Waterways,No,Working Class,,190.53
4165,,16.0,Wood,6.16,21.31,No,Yes,No,,No,Working Class,No,168.18
4166,0.34,32.0,Clay,6.44,18.4,No,No,No,Roadways,Yes,Working Class,No,277.63
4167,0.53,,Brass,24.76,67.36,Yes,No,Yes,,No,Working Class,,773.93
4168,0.33,31.0,Stone,221.515,96.09,No,No,No,Roadways,No,Working Class,Yes,-1267.4912499999998
4169,0.12,30.0,Stone,221.515,84.66,No,No,No,Roadways,No,Working Class,No,1905.07
4170,0.69,19.0,Stone,221.515,88.65,No,Yes,No,Airways,No,Wealthy,No,2621.29875
4171,,4.0,Aluminium,5.71,18.38,No,No,No,,No,Working Class,No,229.36
4172,0.72,33.0,Wood,6.13,11.29,No,No,No,Waterways,No,Working Class,No,386.31
4173,0.57,17.0,Bronze,16.05,62.85,No,No,Yes,Roadways,No,Working Class,Yes,937.81
4174,0.26,33.0,Aluminium,7.1,18.46,No,No,Yes,Roadways,No,Working Class,No,241.17
4175,0.05,,Stone,9.32,55.33,No,Yes,Yes,Airways,No,Working Class,No,409.57
4176,,29.0,,4.54,11.04,No,No,No,,No,Working Class,No,175.46
4177,0.29,25.0,Brass,54.75,75.41,Yes,No,No,Roadways,No,Wealthy,No,849.28
4178,,17.0,Stone,221.515,34.46,Yes,No,No,,No,Wealthy,No,903.58
4179,0.41,8.0,Marble,6.03,12.77,No,Yes,No,Roadways,No,Working Class,No,246.04
4180,0.39,17.0,,7.02,14.2,Yes,No,No,Waterways,No,Working Class,No,232.24
4181,0.48,26.0,Wood,4.26,11.81,No,Yes,No,Roadways,No,Working Class,No,179.0
4182,0.85,20.0,Aluminium,4.49,24.18,No,Yes,No,Airways,No,Wealthy,,714.56
4183,0.45,20.0,Aluminium,5.4,17.27,No,No,No,Roadways,No,Working Class,Yes,256.3
4184,0.58,5.0,Clay,5.4,15.89,No,Yes,No,Roadways,Yes,Wealthy,No,213.63
4185,0.46,40.0,Marble,221.515,40.12,No,No,No,Waterways,Yes,Working Class,No,-1267.4912499999998
4186,0.17,20.0,Wood,5.24,12.89,No,No,Yes,Roadways,No,Working Class,,115.84
4187,0.85,37.0,Bronze,25.33,85.72,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
4188,0.59,47.0,Stone,221.515,52.17,No,No,No,Airways,No,Working Class,Yes,2621.29875
4189,0.89,47.0,Brass,221.515,78.83,No,No,Yes,Waterways,No,Wealthy,No,2621.29875
4190,0.89,9.0,Wood,5.87,16.55,No,No,No,,No,Working Class,Yes,415.22
4191,0.06,23.0,Wood,6.69,22.79,No,No,Yes,Roadways,No,Working Class,Yes,150.86
4192,0.85,13.0,Stone,221.515,52.74,No,No,No,,No,Working Class,No,2457.0
4193,0.04,30.0,Wood,5.39,20.91,Yes,No,No,Waterways,No,Working Class,No,118.27
4194,0.42,9.0,Aluminium,3.74,14.27,Yes,No,Yes,Waterways,No,Working Class,Yes,180.44
4195,0.48,24.0,Stone,221.515,70.13,No,No,Yes,Airways,No,Working Class,No,-1267.4912499999998
4196,0.44,13.0,Brass,26.81,43.5,Yes,Yes,Yes,Airways,No,Wealthy,No,-635.7
4197,0.12,9.0,Aluminium,5.81,16.31,No,No,No,,No,Wealthy,Yes,-161.16
4198,,57.0,Bronze,17.43,50.32,No,No,No,Roadways,Yes,Working Class,No,370.31
4199,0.72,43.0,Bronze,221.515,71.37,Yes,Yes,No,Airways,No,Working Class,,-1267.4912499999998
4200,0.99,46.0,Wood,6.16,16.88,No,Yes,No,,No,Wealthy,No,-1267.4912499999998
4201,0.12,18.0,Bronze,11.03,47.3,Yes,No,No,Waterways,No,Working Class,No,269.99
4202,0.37,28.0,Marble,221.515,98.34,No,Yes,No,Roadways,No,Wealthy,No,2621.29875
4203,0.18,31.0,Brass,15.29,74.66,Yes,No,Yes,Airways,No,Working Class,No,604.3
4204,,46.0,,110.45,87.99,Yes,Yes,No,Airways,No,Working Class,No,1068.66
4205,0.88,12.0,Marble,28.44,98.14,No,Yes,Yes,Roadways,No,Working Class,No,2271.79
4206,0.24,16.0,Stone,221.515,57.75,No,Yes,No,Roadways,No,Working Class,No,2075.03
4207,0.06,13.0,Stone,56.62,59.6,No,No,Yes,Waterways,No,Working Class,No,-385.65
4208,0.41,12.0,Stone,37.73,66.25,No,Yes,No,Roadways,No,Working Class,No,758.91
4209,0.75,3.0,Stone,6.65,24.4,No,No,No,Airways,No,Working Class,No,366.68
4210,0.38,26.0,Marble,221.515,50.91,Yes,No,No,Waterways,No,Working Class,No,2621.29875
4211,0.85,36.0,Bronze,221.515,79.61,No,No,Yes,Waterways,No,Wealthy,No,2621.29875
4212,0.35,,,4.31,14.74,Yes,No,No,Roadways,No,Working Class,,192.15
4213,0.75,26.0,Clay,16.48,21.18,No,No,No,Roadways,Yes,Working Class,No,569.87
4214,0.06,8.0,Aluminium,4.89,23.12,No,Yes,No,Roadways,No,Wealthy,,153.33
4215,0.86,42.0,Clay,45.21,48.97,Yes,No,No,Airways,Yes,Working Class,No,2621.29875
4216,0.69,11.0,Clay,6.22,20.2,No,No,No,Waterways,Yes,Working Class,Yes,414.44
4217,0.04,25.0,Bronze,13.57,50.48,No,No,No,Roadways,No,Wealthy,No,313.86
4218,0.39,5.0,Brass,4.35,14.19,No,No,No,Waterways,No,Wealthy,No,159.39
4219,0.65,29.0,,16.97,10.92,Yes,No,Yes,Waterways,Yes,Working Class,No,378.67
4220,0.4,40.0,Aluminium,9.66,13.73,No,Yes,No,,No,Working Class,Yes,385.26
4221,0.31,32.0,Wood,5.52,18.11,Yes,No,No,Airways,No,Working Class,No,197.23
4222,0.79,36.0,Marble,221.515,67.97,No,Yes,No,Airways,Yes,Wealthy,No,2621.29875
4223,,30.0,Bronze,22.08,72.4,Yes,No,No,Airways,No,Working Class,Yes,1013.82
4224,0.41,,,3.98,13.64,Yes,No,No,Waterways,No,Working Class,No,144.96
4225,0.69,15.0,Stone,198.55,41.25,No,No,Yes,Roadways,No,Wealthy,No,1328.52
4226,0.32,32.0,Brass,110.41,57.3,No,No,No,,No,Working Class,No,904.88
4227,,26.0,Brass,27.87,41.85,No,No,No,,No,Working Class,,1322.23
4228,0.37,29.0,Bronze,9.34,96.52,No,No,Yes,Waterways,No,Working Class,No,954.13
4229,0.97,6.0,Aluminium,5.15,24.89,No,Yes,No,Airways,No,Wealthy,No,529.53
4230,,,Brass,8.62,11.78,No,No,No,Roadways,No,Working Class,No,173.69
4231,0.32,6.0,Clay,3.06,21.18,Yes,No,Yes,Waterways,Yes,Working Class,No,187.78
4232,0.49,10.0,Stone,114.75,46.45,No,No,Yes,Roadways,No,Wealthy,Yes,708.3
4233,0.64,7.0,Clay,3.53,20.75,No,No,No,Airways,Yes,Working Class,Yes,269.74
4234,0.58,20.0,Stone,221.515,89.62,No,Yes,No,Airways,No,Wealthy,Yes,2621.29875
4235,0.18,22.0,Aluminium,5.45,14.58,No,No,No,,No,Working Class,,131.05
4236,0.29,19.0,Marble,161.78,62.09,No,No,No,,No,Working Class,,685.73
4237,0.96,4.0,Marble,5.35,15.71,No,Yes,Yes,Roadways,No,Working Class,No,429.57
4238,0.53,21.0,Wood,4.16,11.85,No,No,Yes,Airways,No,Working Class,Yes,219.27
4239,0.56,43.0,Marble,221.515,49.78,Yes,Yes,Yes,Airways,Yes,Working Class,Yes,2621.29875
4240,0.64,42.0,Aluminium,25.95,72.47,No,No,No,Roadways,No,Wealthy,,-1267.4912499999998
4241,0.68,15.0,Stone,221.515,72.82,No,No,No,Roadways,No,Working Class,No,-1267.4912499999998
4242,0.3,31.0,Marble,221.515,67.5,No,No,No,Airways,No,Working Class,No,2621.29875
4243,0.46,9.0,Bronze,3.44,22.81,No,No,No,Waterways,No,Working Class,No,224.22
4244,0.19,18.0,Clay,5.46,18.05,No,No,No,Roadways,Yes,Working Class,No,170.72
4245,0.81,16.0,Clay,5.6,18.01,No,No,Yes,Waterways,Yes,Wealthy,No,556.25
4246,0.32,35.0,Wood,3.35,15.16,No,No,No,,No,Wealthy,No,-157.6
4247,0.69,35.0,Wood,4.68,11.33,No,No,Yes,Roadways,No,Wealthy,Yes,354.51
4248,0.95,31.0,Clay,30.84,86.76,No,No,No,Roadways,Yes,Wealthy,No,2621.29875
4249,0.18,10.0,,4.38,14.27,No,No,No,Roadways,No,Wealthy,No,151.16
4250,0.45,30.0,Marble,221.515,94.31,No,No,Yes,Roadways,No,Working Class,No,2621.29875
4251,,39.0,Wood,5.37,19.46,No,No,Yes,Airways,No,Working Class,No,476.13
4252,0.18,9.0,,4.05,19.52,No,No,Yes,Airways,No,Working Class,No,218.46
4253,0.3,47.0,,221.515,31.65,No,Yes,Yes,,Yes,Wealthy,No,-1267.4912499999998
4254,0.84,14.0,Brass,49.5,62.38,No,No,No,Waterways,No,Wealthy,Yes,1579.06
4255,0.47,12.0,Stone,154.15,96.56,No,Yes,No,Airways,No,Working Class,,1553.21
4256,0.33,29.0,Wood,6.93,17.61,No,No,No,Roadways,No,Working Class,No,166.98
4257,0.3,50.0,Aluminium,17.44,18.0,Yes,No,Yes,Waterways,No,Wealthy,No,278.4
4258,0.78,6.0,Clay,6.33,10.31,No,No,No,Waterways,Yes,Working Class,Yes,284.13
4259,0.43,39.0,Aluminium,10.75,23.53,Yes,No,Yes,Waterways,No,Wealthy,Yes,411.23
4260,0.65,37.0,Wood,4.41,13.54,Yes,No,No,Waterways,No,Working Class,No,291.34
4261,0.22,17.0,,20.58,36.7,Yes,No,No,,No,Working Class,,309.69
4262,0.31,22.0,Brass,8.77,45.75,No,No,No,,No,Working Class,,436.25
4263,0.93,14.0,Marble,215.02,37.6,Yes,Yes,No,Airways,No,Wealthy,,2621.29875
4264,0.09,39.0,Stone,221.515,27.22,Yes,No,No,Waterways,No,Working Class,Yes,2621.29875
4265,0.84,,Marble,221.515,47.69,No,No,No,,Yes,Working Class,Yes,2621.29875
4266,0.08,8.0,Wood,5.92,11.59,Yes,No,No,Waterways,No,Working Class,No,97.46
4267,0.32,9.0,Bronze,6.94,16.57,No,No,No,Roadways,No,Wealthy,No,-196.81
4268,0.95,38.0,Bronze,87.88,72.68,No,No,Yes,,No,Working Class,,2621.29875
4269,,3.0,Marble,3.75,15.72,Yes,No,Yes,Airways,No,Working Class,No,231.44
4270,,41.0,,3.02,15.8,No,Yes,No,Roadways,No,Wealthy,No,472.66
4271,0.79,35.0,Aluminium,5.59,17.95,No,Yes,No,Roadways,No,Wealthy,No,682.63
4272,0.35,14.0,Marble,81.02,27.81,No,No,No,,No,Working Class,No,-846.85
4273,,7.0,Clay,4.74,13.52,No,No,No,,Yes,Wealthy,No,197.3
4274,,39.0,Aluminium,3.6,23.31,No,No,Yes,,No,Working Class,Yes,-269.88
4275,0.86,12.0,Bronze,7.68,17.86,Yes,No,No,Waterways,No,Working Class,,-764.79
4276,,3.0,,6.49,21.38,No,Yes,Yes,Roadways,No,Wealthy,No,-174.52
4277,0.72,27.0,Marble,221.515,88.12,No,No,Yes,Roadways,No,Working Class,Yes,2621.29875
4278,,33.0,Wood,3.68,12.43,No,No,No,Waterways,No,Wealthy,,106.5
4279,0.21,12.0,Marble,46.55,80.59,No,Yes,No,Roadways,No,Working Class,No,586.62
4280,0.11,36.0,Marble,115.21,34.88,No,No,No,,Yes,Working Class,No,579.86
4281,0.17,,Aluminium,6.11,20.7,No,Yes,No,,No,Working Class,,183.32
4282,0.13,8.0,Marble,9.49,76.38,No,No,No,,No,Wealthy,,464.74
4283,0.36,,Bronze,3.51,12.03,No,No,No,,No,Working Class,Yes,152.67
4284,0.68,,Stone,221.515,86.5,Yes,No,No,Waterways,No,Working Class,No,2364.45
4285,0.11,42.0,Wood,5.15,11.89,No,No,Yes,Roadways,No,Working Class,No,150.27
4286,0.42,20.0,Bronze,3.13,15.34,No,No,No,,No,Working Class,No,195.92
4287,,31.0,,15.17,15.78,Yes,No,No,Waterways,Yes,Working Class,No,699.46
4288,0.08,18.0,,7.71,88.3,No,No,No,Roadways,No,Working Class,,480.71
4289,,17.0,Brass,3.31,23.82,Yes,Yes,No,Airways,No,Working Class,No,188.11
4290,0.32,36.0,Bronze,17.86,27.94,Yes,No,No,Waterways,No,Wealthy,No,337.8
4291,0.07,32.0,Clay,4.87,18.44,No,Yes,No,Airways,Yes,Working Class,No,176.32
4292,0.63,14.0,Bronze,6.85,18.74,No,No,Yes,,No,Working Class,No,376.3
4293,0.64,20.0,Clay,10.15,16.85,No,No,No,Roadways,Yes,Working Class,No,339.42
4294,0.47,9.0,Clay,5.32,13.17,No,Yes,No,Airways,Yes,Wealthy,No,217.03
4295,0.95,10.0,Clay,4.48,12.45,No,No,No,Airways,Yes,Working Class,No,272.77
4296,0.6,36.0,Stone,221.515,29.04,No,No,No,,No,Working Class,No,2621.29875
4297,0.33,22.0,Marble,112.01,95.91,No,No,No,Roadways,No,Working Class,,870.92
4298,0.24,24.0,Brass,10.78,91.24,No,No,Yes,Waterways,No,Working Class,No,621.96
4299,,30.0,Bronze,37.57,26.55,Yes,Yes,No,Airways,No,Wealthy,Yes,-647.02
4300,0.45,22.0,Stone,221.515,95.52,No,No,No,Airways,No,Working Class,No,2621.29875
4301,0.49,38.0,,9.47,41.23,No,Yes,Yes,Roadways,Yes,Wealthy,Yes,1058.86
4302,0.38,8.0,Brass,5.61,10.44,No,No,No,Roadways,No,Working Class,,151.74
4303,0.36,24.0,Brass,23.51,66.19,Yes,No,Yes,Waterways,No,Working Class,No,740.21
4304,0.64,26.0,Marble,221.515,96.21,No,No,No,Roadways,No,Working Class,No,2621.29875
4305,0.48,33.0,Stone,221.515,40.87,No,No,Yes,Roadways,No,Working Class,No,2621.29875
4306,0.53,26.0,,17.24,16.7,No,Yes,No,Roadways,Yes,Working Class,No,364.8
4307,0.9,32.0,Stone,221.515,84.82,Yes,No,No,Roadways,No,Working Class,,2621.29875
4308,0.7,21.0,Bronze,45.97,84.35,Yes,No,No,Waterways,No,Working Class,No,1415.76
4309,0.23,11.0,,4.06,12.0,No,No,No,Roadways,No,Working Class,No,101.29
4310,0.68,3.0,Brass,6.14,14.35,No,Yes,No,Roadways,No,Wealthy,No,274.42
4311,,27.0,,221.515,28.01,Yes,No,No,,No,Working Class,No,2621.29875
4312,,37.0,,13.05,12.0,Yes,No,No,Roadways,No,Working Class,Yes,284.4
4313,0.45,24.0,Wood,6.56,10.11,No,Yes,No,,No,Wealthy,No,229.42
4314,0.14,38.0,Aluminium,5.73,15.44,Yes,No,Yes,Waterways,No,Working Class,No,174.31
4315,,20.0,Marble,221.515,69.27,No,No,Yes,,No,Working Class,No,-1267.4912499999998
4316,0.47,20.0,Aluminium,6.69,13.2,Yes,No,No,Roadways,No,Working Class,No,216.36
4317,0.99,30.0,Bronze,54.74,39.44,No,No,No,Airways,No,Working Class,No,2621.29875
4318,,25.0,Bronze,19.02,12.55,Yes,Yes,No,,No,Wealthy,No,258.88
4319,0.35,32.0,Brass,30.54,77.77,Yes,No,No,Roadways,No,Working Class,No,1075.19
4320,0.28,11.0,Brass,13.27,14.69,No,No,No,Roadways,No,Working Class,No,193.77
4321,0.32,,Wood,5.5,13.92,No,No,No,,No,Working Class,,139.82
4322,0.63,29.0,Clay,12.36,23.37,Yes,No,No,,Yes,Working Class,No,413.63
4323,,7.0,Wood,3.07,16.54,No,No,Yes,,No,Working Class,No,131.29
4324,,41.0,Bronze,221.515,33.72,Yes,No,No,,No,Working Class,,1660.97
4325,0.15,8.0,Wood,6.49,11.76,No,Yes,Yes,Roadways,No,Wealthy,Yes,152.7
4326,0.46,8.0,Stone,15.02,25.03,No,No,Yes,Roadways,No,Working Class,No,347.02
4327,,24.0,,36.98,53.52,No,No,No,,No,Working Class,No,664.31
4328,0.95,26.0,,221.515,43.18,No,Yes,Yes,Roadways,No,Wealthy,No,2621.29875
4329,0.34,9.0,Clay,3.94,18.05,No,No,Yes,Airways,Yes,Working Class,No,177.47
4330,0.17,,Stone,221.515,99.61,No,Yes,No,Airways,No,Wealthy,No,2621.29875
4331,0.18,7.0,Wood,3.91,14.52,Yes,No,Yes,Waterways,No,Working Class,No,126.62
4332,0.84,14.0,Marble,50.13,35.69,No,No,No,Waterways,No,Wealthy,No,1667.84
4333,0.5,27.0,Clay,3.75,23.98,No,No,No,Airways,Yes,Wealthy,No,345.19
4334,0.63,16.0,Wood,3.89,20.89,Yes,Yes,Yes,Airways,No,Working Class,No,320.84
4335,0.97,15.0,Marble,221.515,59.07,Yes,Yes,No,Airways,No,Working Class,No,2621.29875
4336,0.16,29.0,Clay,6.49,21.95,No,No,No,,Yes,Working Class,No,-198.87
4337,0.86,13.0,Marble,64.28,82.15,Yes,No,Yes,Waterways,No,Working Class,No,2621.29875
4338,0.43,33.0,Clay,3.51,22.75,No,Yes,No,Airways,Yes,Wealthy,No,384.33
4339,0.32,16.0,Aluminium,5.82,24.58,No,No,No,Airways,No,Working Class,No,185.0
4340,0.6,13.0,Stone,221.515,52.58,Yes,Yes,No,Airways,No,Wealthy,No,1954.77
4341,,4.0,Wood,4.52,12.05,No,Yes,No,Airways,No,Working Class,,110.07
4342,0.49,29.0,Marble,221.515,58.58,No,No,No,,No,Working Class,No,2621.29875
4343,0.25,39.0,Aluminium,6.68,14.86,No,No,No,Roadways,No,Working Class,No,166.71
4344,0.4,19.0,,221.515,64.65,Yes,Yes,No,Airways,No,Working Class,No,2621.29875
4345,,8.0,,3.85,16.24,Yes,Yes,No,Airways,No,Wealthy,No,233.24
4346,0.73,26.0,,221.515,98.19,Yes,No,No,,No,Working Class,No,2621.29875
4347,0.64,29.0,Aluminium,5.25,13.41,No,No,No,Roadways,No,Working Class,No,337.86
4348,0.35,3.0,Wood,4.41,23.83,Yes,No,Yes,Airways,No,Working Class,Yes,162.95
4349,0.7,24.0,Aluminium,5.38,23.32,No,No,Yes,Roadways,No,Working Class,No,470.9
4350,0.45,31.0,Wood,6.87,23.41,No,No,No,Waterways,No,Working Class,Yes,334.89
4351,0.38,43.0,Aluminium,5.06,20.6,Yes,No,Yes,Waterways,No,Working Class,No,323.05
4352,0.71,34.0,Bronze,71.54,82.55,No,No,No,Waterways,No,Working Class,Yes,2621.29875
4353,0.04,8.0,Stone,20.16,83.29,No,Yes,No,Airways,No,Wealthy,No,456.57
4354,0.36,39.0,Wood,4.78,18.3,Yes,Yes,Yes,Airways,No,Working Class,No,319.36
4355,,12.0,Bronze,6.92,22.45,No,Yes,Yes,,No,Working Class,Yes,578.01
4356,0.52,15.0,Clay,6.76,23.44,No,Yes,No,Airways,Yes,Wealthy,No,328.72
4357,0.1,10.0,Aluminium,6.67,22.69,Yes,No,No,Airways,No,Working Class,No,159.33
4358,0.49,13.0,Clay,5.65,24.5,Yes,No,Yes,Airways,Yes,Working Class,Yes,380.95
4359,0.61,18.0,Marble,221.515,55.79,No,No,No,Airways,No,Wealthy,No,2304.56
4360,0.2,,Bronze,5.75,11.45,Yes,Yes,No,,No,Working Class,Yes,156.86
4361,0.63,30.0,Stone,221.515,25.67,No,No,No,Airways,No,Working Class,,2621.29875
4362,0.72,22.0,Marble,221.18,82.11,No,No,No,Roadways,No,Wealthy,No,2362.95
4363,0.43,26.0,Marble,221.515,63.8,Yes,No,No,Waterways,No,Working Class,Yes,2621.29875
4364,,23.0,Stone,221.515,89.63,Yes,Yes,No,Airways,No,Working Class,Yes,2621.29875
4365,0.23,8.0,Aluminium,5.33,18.14,No,No,No,Roadways,No,Wealthy,No,156.71
4366,0.12,16.0,Brass,8.62,88.32,Yes,Yes,Yes,Airways,No,Working Class,No,604.86
4367,0.65,17.0,,3.35,13.5,No,No,Yes,Roadways,No,Working Class,No,-257.67
4368,0.68,23.0,Marble,221.515,47.69,No,Yes,No,Airways,No,Wealthy,No,-1267.4912499999998
4369,0.61,14.0,Stone,88.35,72.05,No,No,No,Roadways,No,Working Class,Yes,2621.29875
4370,0.46,30.0,Brass,149.2,89.94,Yes,No,Yes,Waterways,No,Working Class,No,1441.86
4371,0.67,8.0,Bronze,3.65,11.57,Yes,Yes,Yes,Airways,No,Wealthy,No,302.45
4372,0.35,21.0,Marble,221.515,98.8,No,No,No,Roadways,No,Wealthy,,2434.1
4373,,19.0,,221.515,48.8,No,No,Yes,Waterways,No,Working Class,No,2621.29875
4374,0.74,19.0,Wood,5.09,11.5,No,Yes,No,,No,Working Class,No,297.44
4375,0.13,,Bronze,8.33,57.39,No,No,No,,No,Working Class,Yes,411.73
4376,0.64,,Brass,221.515,71.42,Yes,No,No,,No,Working Class,No,1833.53
4377,0.0,31.0,Marble,221.515,93.14,Yes,Yes,No,,No,Working Class,No,-1267.4912499999998
4378,0.2,19.0,,4.39,21.62,No,Yes,No,Airways,Yes,Wealthy,No,225.64
4379,0.23,18.0,Aluminium,6.68,11.6,Yes,No,No,Airways,No,Working Class,No,133.43
4380,0.46,22.0,Brass,24.36,63.54,No,Yes,Yes,Airways,No,Wealthy,Yes,819.43
4381,0.13,29.0,Brass,149.72,63.45,No,Yes,Yes,Airways,No,Working Class,No,915.8
4382,0.94,5.0,Aluminium,4.86,11.45,Yes,No,Yes,,No,Working Class,No,242.44
4383,0.1,47.0,,6.73,24.52,Yes,No,Yes,Waterways,No,Working Class,Yes,216.0
4384,0.51,13.0,Clay,3.14,16.97,No,Yes,No,,Yes,Working Class,,237.9
4385,0.83,25.0,Bronze,97.37,43.51,No,Yes,No,,No,Working Class,No,2621.29875
4386,0.9,28.0,Wood,3.11,14.95,No,No,Yes,Roadways,No,Working Class,No,580.17
4387,0.39,29.0,Bronze,80.92,31.58,No,No,No,Waterways,No,Working Class,Yes,954.31
4388,0.1,18.0,Aluminium,3.45,20.83,Yes,No,Yes,,No,Working Class,No,155.95
4389,0.71,30.0,Bronze,100.87,72.63,No,No,Yes,Roadways,No,Working Class,No,2296.11
4390,0.05,47.0,Wood,3.38,14.43,Yes,Yes,No,Airways,No,Wealthy,No,173.97
4391,0.6,34.0,,6.68,21.05,No,Yes,No,Airways,No,Wealthy,No,484.8
4392,0.36,15.0,,5.7,18.82,No,No,No,Waterways,Yes,Working Class,No,195.74
4393,0.21,29.0,Clay,5.64,17.94,Yes,Yes,Yes,Airways,Yes,Wealthy,No,337.95
4394,0.22,,Aluminium,5.71,16.32,No,Yes,Yes,Airways,No,Working Class,No,192.53
4395,0.19,57.0,Clay,35.17,61.88,Yes,No,Yes,Waterways,Yes,Working Class,No,669.37
4396,0.21,13.0,Wood,6.19,24.15,No,No,No,,No,Working Class,No,162.37
4397,0.25,12.0,Wood,5.87,13.55,No,No,No,Roadways,No,Working Class,Yes,142.12
4398,0.43,22.0,Wood,6.05,12.42,Yes,No,Yes,Waterways,No,Working Class,No,221.41
4399,0.6,24.0,Bronze,7.3,29.48,No,Yes,No,Airways,No,Working Class,No,783.92
4400,0.4,14.0,Clay,3.3,24.57,No,Yes,No,Roadways,Yes,Wealthy,No,272.41
4401,0.68,6.0,Clay,6.46,19.95,No,No,No,Waterways,Yes,Working Class,No,-290.21
4402,0.99,12.0,Aluminium,5.35,17.66,No,Yes,Yes,Airways,No,Working Class,,-615.75
4403,0.41,26.0,Wood,6.5,20.26,Yes,Yes,Yes,Airways,No,Wealthy,No,311.44
4404,0.63,23.0,Aluminium,3.25,12.06,No,No,Yes,Airways,No,Working Class,No,245.79
4405,0.08,38.0,Aluminium,5.96,11.1,Yes,No,Yes,Waterways,No,Working Class,No,136.08
4406,0.26,23.0,Clay,6.87,21.3,No,No,No,,Yes,Working Class,No,208.93
4407,0.02,23.0,Aluminium,3.67,18.47,No,No,Yes,Waterways,No,Working Class,No,147.83
4408,0.1,30.0,Wood,6.05,17.3,No,No,Yes,Roadways,No,Working Class,No,135.43
4409,0.69,15.0,Brass,10.08,16.87,No,No,No,Roadways,No,Working Class,Yes,344.04
4410,0.92,,Bronze,4.33,17.08,No,No,No,,No,Wealthy,No,288.33
4411,,26.0,Aluminium,5.65,19.49,Yes,Yes,Yes,Airways,No,Wealthy,Yes,584.95
4412,0.38,9.0,Brass,3.45,11.61,No,No,Yes,Roadways,No,Working Class,No,171.6
4413,0.15,13.0,Bronze,6.32,21.46,Yes,No,No,Airways,No,Wealthy,Yes,213.76
4414,0.72,12.0,Clay,6.28,20.26,Yes,No,Yes,Roadways,Yes,Wealthy,No,-533.03
4415,0.94,3.0,Bronze,6.13,19.03,No,No,No,Waterways,No,Working Class,No,493.89
4416,0.21,18.0,Stone,159.08,82.99,No,Yes,No,Airways,No,Working Class,No,1028.76
4417,0.21,13.0,,5.78,65.4,No,Yes,No,Airways,No,Wealthy,,509.83
4418,0.29,28.0,Stone,221.515,54.61,No,No,No,Roadways,No,Working Class,No,2621.29875
4419,,6.0,Aluminium,4.25,24.09,No,Yes,No,Roadways,No,Wealthy,No,159.8
4420,0.08,,Clay,4.51,23.74,Yes,No,No,Waterways,Yes,Wealthy,No,185.82
4421,0.12,34.0,Bronze,16.89,17.99,Yes,Yes,No,Airways,No,Wealthy,Yes,250.34
4422,0.95,,Aluminium,3.42,17.5,Yes,No,Yes,,No,Working Class,No,586.43
4423,0.42,10.0,Aluminium,4.59,12.18,Yes,Yes,No,Airways,No,Working Class,No,155.72
4424,0.12,23.0,Marble,221.515,49.25,No,No,No,Roadways,No,Working Class,No,-834.27
4425,0.39,34.0,Wood,5.96,18.12,No,No,No,,No,Wealthy,No,240.23
4426,0.88,9.0,Marble,35.37,63.87,No,No,Yes,Airways,No,Working Class,No,1280.89
